ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
,VEH_723,4,O_9,2023-05-05 23:55,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_717,1,O_9,2023-05-05 13:00,0,,,
M18391420,VEH_717,2,D_380,2023-05-05 15:54,126.23,60,2023-05-05 19:00,Yes
M18391876,VEH_717,3,D_273,2023-05-05 20:45,0,60,2023-05-05 21:45,Yes
,VEH_717,4,O_9,2023-05-06 01:40,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_83,1,O_11,2023-05-05 13:00,0,,,
20230504B477197_001,VEH_83,2,D_108,2023-05-05 13:58,241.59,60,2023-05-05 19:00,Yes
20230504B477187_001,VEH_83,3,D_108,2023-05-05 19:00,0,60,2023-05-05 20:00,Yes
,VEH_83,4,O_11,2023-05-05 20:55,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_125,1,O_11,2023-05-05 13:00,0,,,
20230504B477408_001,VEH_125,2,D_109,2023-05-05 15:05,174.7,60,2023-05-05 19:00,Yes
20230504B477405_001,VEH_125,3,D_55,2023-05-05 22:07,0,60,2023-05-05 23:07,Yes
,VEH_125,4,O_11,2023-05-05 23:47,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_720,1,O_11,2023-05-05 13:00,0,,,
20230504B477396_001,VEH_720,2,D_1,2023-05-05 14:40,199.7,60,2023-05-05 19:00,Yes
20230503B474651_001,VEH_720,3,D_1,2023-05-05 19:00,0,60,2023-05-05 20:00,Yes
,VEH_720,4,O_11,2023-05-05 21:52,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1068,1,O_11,2023-05-05 13:00,0,,,
20230504B477400_001,VEH_1068,2,D_1,2023-05-05 14:40,199.7,60,2023-05-05 19:00,Yes
20230504B476486_001,VEH_1068,3,D_1,2023-05-05 19:00,0,60,2023-05-05 20:00,Yes
20230503B472467_001,VEH_1068,4,D_1,2023-05-05 20:00,0,60,2023-05-05 21:00,Yes
,VEH_1068,5,O_11,2023-05-05 22:52,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_945,1,O_11,2023-05-05 13:00,0,,,
20230505B477290_001,VEH_945,2,D_179,2023-05-05 13:32,267.63,60,2023-05-05 19:00,Yes
,VEH_945,3,O_11,2023-05-05 19:40,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_500,1,O_11,2023-05-05 13:00,0,,,
20230504B477392_001,VEH_500,2,D_18,2023-05-05 13:43,256.82,60,2023-05-05 19:00,Yes
,VEH_500,3,O_11,2023-05-05 19:49,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_495,1,O_11,2023-05-05 13:00,0,,,
20230504B476612_001,VEH_495,2,D_109,2023-05-05 15:05,174.7,60,2023-05-05 19:00,Yes
20230504B477413_001,VEH_495,3,D_109,2023-05-05 19:00,0,60,2023-05-05 20:00,Yes
,VEH_495,4,O_11,2023-05-05 22:29,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_127,1,O_45,2023-05-05 13:00,0,,,
20230504B477377_001,VEH_127,2,D_12,2023-05-05 14:01,239.12,60,2023-05-05 19:00,Yes
,VEH_127,3,O_45,2023-05-05 20:00,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_160,1,O_50,2023-05-05 13:00,0,,,
MF2305116281005,VEH_160,2,D_1967,2023-05-05 15:34,145.63,60,2023-05-05 19:00,Yes
,VEH_160,3,O_50,2023-05-05 21:35,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1124,1,O_50,2023-05-05 13:00,0,,,
MF2305116279572,VEH_1124,2,D_1963,2023-05-05 15:32,147.56,60,2023-05-05 19:00,Yes
MF2305116281009,VEH_1124,3,D_1568,2023-05-05 20:56,0,60,2023-05-05 21:56,Yes
,VEH_1124,4,O_50,2023-05-06 00:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_335,1,O_50,2023-05-05 13:00,0,,,
MF2305116280997,VEH_335,2,D_1968,2023-05-05 15:30,150.04,60,2023-05-05 19:00,Yes
,VEH_335,3,O_50,2023-05-05 21:31,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_710,1,O_50,2023-05-05 13:00,0,,,
MF2305116280078,VEH_710,2,D_1658,2023-05-05 16:17,102.53,60,2023-05-05 19:00,Yes
,VEH_710,3,O_50,2023-05-05 22:21,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_237,1,O_62,2023-05-05 13:00,0,,,
20230504B476622_001,VEH_237,2,D_108,2023-05-05 13:50,249.92,60,2023-05-05 19:00,Yes
20230504B476615_001,VEH_237,3,D_108,2023-05-05 19:00,0,60,2023-05-05 20:00,Yes
,VEH_237,4,O_62,2023-05-05 20:51,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1069,1,O_62,2023-05-05 13:00,0,,,
20230504B476686_001,VEH_1069,2,D_109,2023-05-05 15:13,166.96,60,2023-05-05 19:00,Yes
,VEH_1069,3,O_62,2023-05-05 21:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_265,1,O_62,2023-05-05 13:00,0,,,
MF2305086259440,VEH_265,2,D_1385,2023-05-05 16:06,113.72,60,2023-05-05 19:00,Yes
,VEH_265,3,O_62,2023-05-05 22:17,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_791,1,O_62,2023-05-05 13:00,0,,,
20230503B473924_001,VEH_791,2,D_233,2023-05-05 13:53,246.9,60,2023-05-05 19:00,Yes
,VEH_791,3,O_62,2023-05-05 19:58,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_221,1,O_144,2023-05-05 13:00,0,,,
M18393580,VEH_221,2,D_312,2023-05-05 14:43,197.23,60,2023-05-05 19:00,Yes
20230503B472637_001,VEH_221,3,D_142,2023-05-05 21:22,0,60,2023-05-05 22:22,Yes
20230503B472686_001,VEH_221,4,D_56,2023-05-06 02:41,918.77,60,2023-05-06 19:00,Yes
,VEH_221,5,O_144,2023-05-06 22:01,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_667,1,O_144,2023-05-05 13:00,0,,,
20230503B472061_001,VEH_667,2,D_17,2023-05-05 14:52,187.5,60,2023-05-05 19:00,Yes
20230503B472516_001,VEH_667,3,D_30,2023-05-05 19:37,0,60,2023-05-05 20:37,Yes
,VEH_667,4,O_144,2023-05-05 22:50,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_392,1,O_144,2023-05-05 13:00,0,,,
20230503B472878_001,VEH_392,2,D_51,2023-05-05 15:47,132.74,60,2023-05-05 19:00,Yes
,VEH_392,3,O_144,2023-05-05 21:19,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_508,1,O_144,2023-05-05 13:00,0,,,
M18391672,VEH_508,2,D_410,2023-05-05 15:52,128.23,60,2023-05-05 19:00,Yes
,VEH_508,3,O_144,2023-05-05 21:52,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_754,1,O_144,2023-05-05 13:00,0,,,
20230503B472572_001,VEH_754,2,D_30,2023-05-05 15:31,148.91,60,2023-05-05 19:00,Yes
20230503B472346_001,VEH_754,3,D_55,2023-05-05 20:24,0,60,2023-05-05 21:24,Yes
,VEH_754,4,O_144,2023-05-05 23:42,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_307,1,O_144,2023-05-05 13:00,0,,,
20230503B472751_001,VEH_307,2,D_63,2023-05-05 15:34,145.7,60,2023-05-05 19:00,Yes
20230503B472596_001,VEH_307,3,D_213,2023-05-05 21:25,0,60,2023-05-05 22:25,Yes
,VEH_307,4,O_144,2023-05-06 00:15,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_357,1,O_144,2023-05-05 13:00,0,,,
20230503B472207_001,VEH_357,2,D_20,2023-05-05 16:04,116.27,60,2023-05-05 19:00,Yes
20230503B472371_001,VEH_357,3,D_107,2023-05-05 22:20,0,60,2023-05-05 23:20,Yes
,VEH_357,4,O_144,2023-05-05 23:58,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_543,1,O_144,2023-05-05 13:00,0,,,
20230503B472344_001,VEH_543,2,D_94,2023-05-05 14:28,212.26,60,2023-05-05 19:00,Yes
20230503B472694_001,VEH_543,3,D_222,2023-05-05 21:48,0,60,2023-05-05 22:48,Yes
,VEH_543,4,O_144,2023-05-06 01:01,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_825,1,O_144,2023-05-05 13:00,0,,,
20230503B472223_001,VEH_825,2,D_64,2023-05-05 16:09,110.64,60,2023-05-05 19:00,Yes
,VEH_825,3,O_144,2023-05-05 21:59,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_366,1,O_144,2023-05-05 13:00,0,,,
20230504B475458_001,VEH_366,2,D_12,2023-05-05 15:05,174.91,60,2023-05-05 19:00,Yes
,VEH_366,3,O_144,2023-05-05 21:05,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_371,1,O_144,2023-05-05 13:00,0,,,
20230503B472364_001,VEH_371,2,D_170,2023-05-05 16:00,119.67,60,2023-05-05 19:00,Yes
,VEH_371,3,O_144,2023-05-05 21:40,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_916,1,O_144,2023-05-05 13:00,0,,,
M18393591,VEH_916,2,D_273,2023-05-05 14:35,204.88,60,2023-05-05 19:00,Yes
N_20230503871003,VEH_916,3,D_207,2023-05-05 20:27,0,60,2023-05-05 21:27,Yes
,VEH_916,4,O_144,2023-05-05 21:43,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_62,1,O_144,2023-05-05 13:00,0,,,
20230503B472658_001,VEH_62,2,D_70,2023-05-05 16:07,113.06,60,2023-05-05 19:00,Yes
,VEH_62,3,O_144,2023-05-05 22:10,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_441,1,O_144,2023-05-05 13:00,0,,,
20230504B475678_001,VEH_441,2,D_138,2023-05-05 15:39,141.18,60,2023-05-05 19:00,Yes
,VEH_441,3,O_144,2023-05-05 21:39,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1097,1,O_144,2023-05-05 13:00,0,,,
20230503B472301_001,VEH_1097,2,D_78,2023-05-05 14:54,186.15,60,2023-05-05 19:00,Yes
20230503B472623_001,VEH_1097,3,D_187,2023-05-05 19:50,0,60,2023-05-05 20:50,Yes
,VEH_1097,4,O_144,2023-05-05 22:35,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_200,1,O_144,2023-05-05 13:00,0,,,
20230503B472672_001,VEH_200,2,D_46,2023-05-05 14:48,191.75,60,2023-05-05 19:00,Yes
M18393461,VEH_200,3,D_294,2023-05-05 20:18,0,60,2023-05-05 21:18,Yes
,VEH_200,4,O_144,2023-05-06 00:26,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_919,1,O_144,2023-05-05 13:00,0,,,
20230503B472946_001,VEH_919,2,D_141,2023-05-05 15:28,151.51,60,2023-05-05 19:00,Yes
20230503B472612_001,VEH_919,3,D_48,2023-05-05 21:36,0,60,2023-05-05 22:36,Yes
,VEH_919,4,O_144,2023-05-05 23:13,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_381,1,O_144,2023-05-05 13:00,0,,,
20230503B472275_001,VEH_381,2,D_1,2023-05-05 13:16,284.03,60,2023-05-05 19:00,Yes
20230503B472909_001,VEH_381,3,D_162,2023-05-05 21:45,0,60,2023-05-05 22:45,Yes
,VEH_381,4,O_144,2023-05-06 01:28,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_936,1,O_144,2023-05-05 13:00,0,,,
20230503B472235_001,VEH_936,2,D_39,2023-05-05 15:56,123.94,60,2023-05-05 19:00,Yes
,VEH_936,3,O_144,2023-05-05 22:04,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_515,1,O_144,2023-05-05 13:00,0,,,
20230503B472351_001,VEH_515,2,D_12,2023-05-05 15:05,174.91,60,2023-05-05 19:00,Yes
,VEH_515,3,O_144,2023-05-05 21:05,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_260,1,O_144,2023-05-05 13:00,0,,,
20230503B472687_001,VEH_260,2,D_218,2023-05-05 15:21,158.93,60,2023-05-05 19:00,Yes
,VEH_260,3,O_144,2023-05-05 21:26,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_135,1,O_144,2023-05-05 13:00,0,,,
20230504B475745_001,VEH_135,2,D_156,2023-05-05 14:08,232.13,60,2023-05-05 19:00,Yes
,VEH_135,3,O_144,2023-05-05 20:11,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_20,1,O_144,2023-05-05 13:00,0,,,
20230503B472545_001,VEH_20,2,D_20,2023-05-05 16:04,116.27,60,2023-05-05 19:00,Yes
,VEH_20,3,O_144,2023-05-05 22:03,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_611,1,O_144,2023-05-05 13:00,0,,,
20230503B472242_001,VEH_611,2,D_1,2023-05-05 13:16,284.03,60,2023-05-05 19:00,Yes
,VEH_611,3,O_144,2023-05-05 19:16,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1050,1,O_144,2023-05-05 13:00,0,,,
20230503B472293_001,VEH_1050,2,D_73,2023-05-05 14:35,204.9,60,2023-05-05 19:00,Yes
20230503B472267_001,VEH_1050,3,D_1,2023-05-05 20:30,0,60,2023-05-05 21:30,Yes
,VEH_1050,4,O_144,2023-05-05 21:46,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_295,1,O_144,2023-05-05 13:00,0,,,
20230503B473239_001,VEH_295,2,D_63,2023-05-05 15:34,145.7,60,2023-05-05 19:00,Yes
,VEH_295,3,O_144,2023-05-05 21:34,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_507,1,O_144,2023-05-05 13:00,0,,,
20230503B472153_001,VEH_507,2,D_7,2023-05-05 15:32,147.65,60,2023-05-05 19:00,Yes
20230503B472760_001,VEH_507,3,D_176,2023-05-05 22:46,0,60,2023-05-05 23:46,Yes
,VEH_507,4,O_144,2023-05-06 02:18,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_867,1,O_174,2023-05-05 13:00,0,,,
20230504B475153_001,VEH_867,2,D_108,2023-05-05 13:31,269.0,60,2023-05-05 19:00,Yes
,VEH_867,3,O_174,2023-05-05 19:27,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_872,1,O_174,2023-05-05 13:00,0,,,
20230504B475161_001,VEH_872,2,D_109,2023-05-05 15:12,167.74,60,2023-05-05 19:00,Yes
,VEH_872,3,O_174,2023-05-05 21:17,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_269,1,O_174,2023-05-05 13:00,0,,,
20230503B471933_001,VEH_269,2,D_108,2023-05-05 13:31,269.0,60,2023-05-05 19:00,Yes
,VEH_269,3,O_174,2023-05-05 19:27,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_875,1,O_174,2023-05-05 13:00,0,,,
20230503B471941_001,VEH_875,2,D_109,2023-05-05 15:12,167.74,60,2023-05-05 19:00,Yes
,VEH_875,3,O_174,2023-05-05 21:17,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_5,1,O_179,2023-05-05 13:00,0,,,
20230504B477429_001,VEH_5,2,D_1,2023-05-05 13:48,251.84,60,2023-05-05 19:00,Yes
20230503B472082_001,VEH_5,3,D_71,2023-05-05 19:36,0,60,2023-05-05 20:36,Yes
,VEH_5,4,O_179,2023-05-05 21:13,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_382,1,O_179,2023-05-05 13:00,0,,,
20230504B475094_001,VEH_382,2,D_6,2023-05-05 13:26,273.85,60,2023-05-05 19:00,Yes
N_20230503865357,VEH_382,3,D_139,2023-05-05 21:46,0,60,2023-05-05 22:46,Yes
,VEH_382,4,O_179,2023-05-06 01:37,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_386,1,O_179,2023-05-05 13:00,0,,,
20230504B475195_001,VEH_386,2,D_1,2023-05-05 13:48,251.84,60,2023-05-05 19:00,Yes
,VEH_386,3,O_179,2023-05-05 19:45,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_186,1,O_179,2023-05-05 13:00,0,,,
20230503B472137_001,VEH_186,2,D_46,2023-05-05 15:17,162.52,60,2023-05-05 19:00,Yes
MF2305046249798,VEH_186,3,D_1653,2023-05-05 21:34,0,60,2023-05-05 22:34,Yes
,VEH_186,4,O_179,2023-05-05 22:46,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_514,1,O_179,2023-05-05 13:00,0,,,
20230504B477433_001,VEH_514,2,D_109,2023-05-05 14:14,226.34,60,2023-05-05 19:00,Yes
MF2305256364407,VEH_514,3,D_2530,2023-05-05 20:32,0,60,2023-05-05 21:32,Yes
,VEH_514,4,O_179,2023-05-05 23:41,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_48,1,O_179,2023-05-05 13:00,0,,,
MF2305046249794,VEH_48,2,D_1205,2023-05-05 14:12,228.48,60,2023-05-05 19:00,Yes
,VEH_48,3,O_179,2023-05-05 20:11,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_541,1,O_179,2023-05-05 13:00,0,,,
20230503B472122_001,VEH_541,2,D_136,2023-05-05 14:20,220.09,60,2023-05-05 19:00,Yes
20230504B475197_001,VEH_541,3,D_48,2023-05-05 19:47,0,60,2023-05-05 20:47,Yes
,VEH_541,4,O_179,2023-05-05 21:46,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_10,1,O_179,2023-05-05 13:00,0,,,
N_20230503865386,VEH_10,2,D_1,2023-05-05 13:48,251.84,60,2023-05-05 19:00,Yes
,VEH_10,3,O_179,2023-05-05 19:45,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_400,1,O_179,2023-05-05 13:00,0,,,
20230504B477443_001,VEH_400,2,D_205,2023-05-05 13:51,248.77,60,2023-05-05 19:00,Yes
20230503B472180_001,VEH_400,3,D_92,2023-05-05 20:34,0,60,2023-05-05 21:34,Yes
,VEH_400,4,O_179,2023-05-05 22:28,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_355,1,O_179,2023-05-05 13:00,0,,,
20230503B472103_001,VEH_355,2,D_22,2023-05-05 14:45,194.53,60,2023-05-05 19:00,Yes
MF2305056258483,VEH_355,3,D_1205,2023-05-05 20:59,0,60,2023-05-05 21:59,Yes
,VEH_355,4,O_179,2023-05-05 23:10,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_479,1,O_179,2023-05-05 13:00,0,,,
20230503B472128_001,VEH_479,2,D_73,2023-05-05 14:19,221.33,60,2023-05-05 19:00,Yes
,VEH_479,3,O_179,2023-05-05 20:21,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_978,1,O_179,2023-05-05 13:00,0,,,
20230504B477358_001,VEH_978,2,D_1,2023-05-05 13:48,251.84,60,2023-05-05 19:00,Yes
,VEH_978,3,O_179,2023-05-05 19:45,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_502,1,O_179,2023-05-05 13:00,0,,,
20230504B475209_001,VEH_502,2,D_64,2023-05-05 16:45,75.07,60,2023-05-05 19:00,Yes
,VEH_502,3,O_179,2023-05-05 22:23,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_986,1,O_243,2023-05-05 13:00,0,,,
20230504B476508_001,VEH_986,2,D_108,2023-05-05 14:31,208.94,60,2023-05-05 19:00,Yes
20230504B476308_001,VEH_986,3,D_109,2023-05-05 21:11,0,60,2023-05-05 22:11,Yes
,VEH_986,4,O_243,2023-05-06 01:40,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_27,1,O_243,2023-05-05 13:00,0,,,
20230504B476390_001,VEH_27,2,D_108,2023-05-05 14:31,208.94,60,2023-05-05 19:00,Yes
,VEH_27,3,O_243,2023-05-05 20:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_545,1,O_323,2023-05-05 13:00,0,,,
20230503B475110_001,VEH_545,2,D_1,2023-05-05 14:35,205.09,60,2023-05-05 19:00,Yes
20230504B477506_001,VEH_545,3,D_56,2023-05-05 22:12,0,60,2023-05-05 23:12,Yes
,VEH_545,4,O_323,2023-05-06 00:58,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1017,1,O_326,2023-05-05 13:00,0,,,
20230503B475006_001,VEH_1017,2,D_1,2023-05-05 14:26,214.09,60,2023-05-05 19:00,Yes
20230503B474426_001,VEH_1017,3,D_112,2023-05-05 21:43,0,60,2023-05-05 22:43,Yes
,VEH_1017,4,O_326,2023-05-05 23:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_473,1,O_326,2023-05-05 13:00,0,,,
20230503B474309_001,VEH_473,2,D_203,2023-05-05 13:47,0,60,2023-05-05 14:47,Yes
,VEH_473,3,O_326,2023-05-05 15:37,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_799,1,O_326,2023-05-05 13:00,0,,,
20230503B473010_001,VEH_799,2,D_50,2023-05-05 16:57,842.56,60,2023-05-06 08:00,Yes
20230502B469366_001,VEH_799,3,D_27,2023-05-06 11:23,216.78,60,2023-05-06 16:00,Yes
,VEH_799,4,O_326,2023-05-06 19:18,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_847,1,O_326,2023-05-05 13:00,0,,,
20230503B474120_001,VEH_847,2,D_53,2023-05-05 13:08,291.9,60,2023-05-05 19:00,Yes
20230503B473046_001,VEH_847,3,D_78,2023-05-05 19:46,0,60,2023-05-05 20:46,Yes
,VEH_847,4,O_326,2023-05-05 21:36,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_616,1,O_326,2023-05-05 13:00,0,,,
20230503B474287_001,VEH_616,2,D_97,2023-05-05 13:26,273.64,60,2023-05-05 19:00,Yes
20230503B474391_001,VEH_616,3,D_3,2023-05-05 19:32,0,60,2023-05-05 20:32,Yes
,VEH_616,4,O_326,2023-05-05 21:16,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1091,1,O_326,2023-05-05 13:00,0,,,
MF2305156305568,VEH_1091,2,D_1397,2023-05-05 14:24,335.98,60,2023-05-05 21:00,Yes
MF2305126290876,VEH_1091,3,D_1400,2023-05-05 22:21,0,60,2023-05-05 23:21,Yes
,VEH_1091,4,O_326,2023-05-06 00:00,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_912,1,O_326,2023-05-05 13:00,0,,,
20230502B471512_001,VEH_912,2,D_84,2023-05-05 14:01,59.12,60,2023-05-05 16:00,Yes
,VEH_912,3,O_326,2023-05-05 17:01,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_198,1,O_326,2023-05-05 13:00,0,,,
MF2305176319177,VEH_198,2,D_2075,2023-05-05 14:33,0,60,2023-05-05 15:33,Yes
20230503B474103_001,VEH_198,3,D_30,2023-05-05 16:33,87.4,60,2023-05-05 19:00,Yes
,VEH_198,4,O_326,2023-05-05 20:07,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_154,1,O_326,2023-05-05 13:00,0,,,
20230503B473556_001,VEH_154,2,D_108,2023-05-05 13:53,247.39,60,2023-05-05 19:00,Yes
,VEH_154,3,O_326,2023-05-05 19:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_818,1,O_326,2023-05-05 13:00,0,,,
20230503B474623_001,VEH_818,2,D_170,2023-05-05 14:35,204.84,60,2023-05-05 19:00,Yes
20230503B474203_001,VEH_818,3,D_41,2023-05-05 20:14,0,60,2023-05-05 21:14,Yes
,VEH_818,4,O_326,2023-05-05 22:09,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_306,1,O_326,2023-05-05 13:00,0,,,
20230504B475588_001,VEH_306,2,D_1,2023-05-05 14:26,214.09,60,2023-05-05 19:00,Yes
20230502B471664_001,VEH_306,3,D_104,2023-05-05 20:47,0,60,2023-05-05 21:47,Yes
,VEH_306,4,O_326,2023-05-05 22:33,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_674,1,O_326,2023-05-05 13:00,0,,,
N_20230503870934,VEH_674,2,D_129,2023-05-05 13:02,237.51,60,2023-05-05 18:00,Yes
20230503B474041_001,VEH_674,3,D_7,2023-05-05 19:02,0,60,2023-05-05 20:02,Yes
,VEH_674,4,O_326,2023-05-05 20:56,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_113,1,O_326,2023-05-05 13:00,0,,,
MF2305156305674,VEH_113,2,D_1416,2023-05-05 14:09,590.54,60,2023-05-06 01:00,Yes
,VEH_113,3,O_326,2023-05-06 02:05,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_444,1,O_326,2023-05-05 13:00,0,,,
20230503B474430_001,VEH_444,2,D_18,2023-05-05 14:13,227.15,60,2023-05-05 19:00,Yes
20230503B474397_001,VEH_444,3,D_4,2023-05-05 20:11,0,60,2023-05-05 21:11,Yes
,VEH_444,4,O_326,2023-05-05 21:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_583,1,O_326,2023-05-05 13:00,0,,,
