ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_107,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305338,VEH_107,2,D_1199,2023-05-01 00:28,1052.11,1140,2023-05-01 19:00,Yes
,VEH_107,3,O_326,2023-05-01 19:27,0,1227.02,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_26,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470558_001,VEH_26,2,D_1,2023-05-01 01:26,334.09,480,2023-05-01 08:00,Yes
20230502B468740_001,VEH_26,3,D_1,2023-05-01 08:00,0,540.0,2023-05-01 09:00,Yes
,VEH_26,4,O_326,2023-05-01 10:25,0,684.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_56,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319082,VEH_56,2,D_1593,2023-05-01 00:00,719.77,780,2023-05-01 13:00,Yes
,VEH_56,3,O_326,2023-05-01 13:00,0,840.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_175,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470098_001,VEH_175,2,D_208,2023-05-01 00:43,677.15,780,2023-05-01 13:00,Yes
,VEH_175,3,O_326,2023-05-01 13:46,0,886.28,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_119,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470911_001,VEH_119,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
,VEH_119,3,O_326,2023-05-01 20:52,0,1312.36,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_57,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468104_001,VEH_57,2,D_108,2023-05-01 00:53,1027.39,1140,2023-05-01 19:00,Yes
,VEH_57,3,O_326,2023-05-01 19:53,0,1253.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_160,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470498_001,VEH_160,2,D_208,2023-05-01 00:43,677.15,780,2023-05-01 13:00,Yes
MF2305156305346,VEH_160,3,D_1414,2023-05-01 14:01,238.64,1140,2023-05-01 19:00,Yes
,VEH_160,4,O_326,2023-05-01 19:38,0,1237.82,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_74,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305347,VEH_74,2,D_1414,2023-05-01 00:35,1045.42,1140,2023-05-01 19:00,Yes
,VEH_74,3,O_326,2023-05-01 19:38,0,1237.82,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_92,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156308735,VEH_92,2,D_2075,2023-05-01 01:33,627.29,780,2023-05-01 13:00,Yes
20230502B470614_001,VEH_92,3,D_37,2023-05-01 14:03,237.3,1140,2023-05-01 19:00,Yes
,VEH_92,4,O_326,2023-05-01 19:25,0,1225.33,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_88,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305346,VEH_88,2,D_1414,2023-05-01 00:35,1045.42,1140,2023-05-01 19:00,Yes
,VEH_88,3,O_326,2023-05-01 19:38,0,1237.82,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_147,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305306,VEH_147,2,D_1658,2023-05-01 01:41,319.1,480,2023-05-01 08:00,Yes
,VEH_147,3,O_326,2023-05-01 09:43,0,643.06,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_64,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156308736,VEH_64,2,D_2075,2023-05-01 01:33,627.29,780,2023-05-01 13:00,Yes
,VEH_64,3,O_326,2023-05-01 14:21,0,921.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_149,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319071,VEH_149,2,D_1593,2023-05-01 00:00,719.77,780,2023-05-01 13:00,Yes
,VEH_149,3,O_326,2023-05-01 13:00,0,840.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_52,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290643,VEH_52,2,D_2007,2023-05-01 01:28,632.22,780,2023-05-01 13:00,Yes
,VEH_52,3,O_326,2023-05-01 14:19,0,918.95,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_171,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B471892_001,VEH_171,2,D_37,2023-05-01 00:33,1046.53,1140,2023-05-01 19:00,Yes
MF2305156308735,VEH_171,3,D_2075,2023-05-01 20:01,958.71,2220,2023-05-02 13:00,Yes
,VEH_171,4,O_326,2023-05-02 14:21,0,2361.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_186,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B468820_001,VEH_186,2,D_1,2023-05-01 01:26,334.09,480,2023-05-01 08:00,Yes
,VEH_186,3,O_326,2023-05-01 09:25,0,624.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_131,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305036200545,VEH_131,2,D_1381,2023-05-01 01:00,1019.6,1140,2023-05-01 19:00,Yes
,VEH_131,3,O_326,2023-05-01 19:53,0,1253.3,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_34,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470490_001,VEH_34,2,D_108,2023-05-01 00:53,1027.39,1140,2023-05-01 19:00,Yes
,VEH_34,3,O_326,2023-05-01 19:53,0,1253.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_51,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305339,VEH_51,2,D_1592,2023-05-01 01:12,647.61,780,2023-05-01 13:00,Yes
,VEH_51,3,O_326,2023-05-01 14:08,0,908.41,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_125,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468540_001,VEH_125,2,D_40,2023-05-01 00:17,1063.23,1140,2023-05-01 19:00,Yes
,VEH_125,3,O_326,2023-05-01 19:17,0,1217.17,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_161,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290659,VEH_161,2,D_1416,2023-05-01 01:09,1010.54,1140,2023-05-01 19:00,Yes
,VEH_161,3,O_326,2023-05-01 20:05,0,1264.52,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_197,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470594_001,VEH_197,2,D_108,2023-05-01 00:53,1027.39,1140,2023-05-01 19:00,Yes
,VEH_197,3,O_326,2023-05-01 19:53,0,1253.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_54,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468091_001,VEH_54,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
20230502B471888_001,VEH_54,3,D_1,2023-05-01 19:42,677.81,1920,2023-05-02 08:00,Yes
,VEH_54,4,O_326,2023-05-02 09:25,0,2064.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_164,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305286,VEH_164,2,D_1594,2023-05-01 00:32,688.21,780,2023-05-01 13:00,Yes
MF2304286187064,VEH_164,3,D_1187,2023-05-01 14:41,619.14,1560,2023-05-02 02:00,Yes
,VEH_164,4,O_326,2023-05-02 03:26,0,1705.54,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_27,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319090,VEH_27,2,D_1593,2023-05-01 00:00,719.77,780,2023-05-01 13:00,Yes
20230502B470602_001,VEH_27,3,D_108,2023-05-01 13:53,247.14,1140,2023-05-01 19:00,Yes
,VEH_27,4,O_326,2023-05-01 19:53,0,1253.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_60,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290635,VEH_60,2,D_2006,2023-05-01 00:53,666.87,780,2023-05-01 13:00,Yes
,VEH_60,3,O_326,2023-05-01 13:44,0,883.96,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_211,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468439_001,VEH_211,2,D_30,2023-05-01 01:08,351.6,480,2023-05-01 08:00,Yes
,VEH_211,3,O_326,2023-05-01 09:07,0,607.13,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_153,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467073_001,VEH_153,2,D_108,2023-05-01 00:53,1027.39,1140,2023-05-01 19:00,Yes
,VEH_153,3,O_326,2023-05-01 19:53,0,1253.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_111,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470563_001,VEH_111,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
,VEH_111,3,O_326,2023-05-01 20:52,0,1312.36,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_63,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467074_001,VEH_63,2,D_108,2023-05-01 00:53,1027.39,1140,2023-05-01 19:00,Yes
,VEH_63,3,O_326,2023-05-01 19:53,0,1253.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_44,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319094,VEH_44,2,D_1593,2023-05-01 00:00,719.77,780,2023-05-01 13:00,Yes
,VEH_44,3,O_326,2023-05-01 13:00,0,840.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_200,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B471860_001,VEH_200,2,D_233,2023-05-01 00:32,688.44,780,2023-05-01 13:00,Yes
,VEH_200,3,O_326,2023-05-01 13:32,0,871.6,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_72,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305326,VEH_72,2,D_1631,2023-05-01 01:43,616.94,780,2023-05-01 13:00,Yes
,VEH_72,3,O_326,2023-05-01 14:46,0,945.6,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_61,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470063_001,VEH_61,2,D_37,2023-05-01 00:33,1046.53,1140,2023-05-01 19:00,Yes
,VEH_61,3,O_326,2023-05-01 19:25,0,1225.33,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_127,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319094,VEH_127,2,D_1593,2023-05-01 00:00,719.77,780,2023-05-01 13:00,Yes
20230502B470494_001,VEH_127,3,D_209,2023-05-01 14:13,1006.52,1920,2023-05-02 08:00,Yes
,VEH_127,4,O_326,2023-05-02 09:17,0,2057.34,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_14,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470915_001,VEH_14,2,D_37,2023-05-01 00:33,1046.53,1140,2023-05-01 19:00,Yes
,VEH_14,3,O_326,2023-05-01 19:25,0,1225.33,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_9,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470581_001,VEH_9,2,D_108,2023-05-01 00:53,1027.39,1140,2023-05-01 19:00,Yes
,VEH_9,3,O_326,2023-05-01 19:53,0,1253.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_20,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305298,VEH_20,2,D_1414,2023-05-01 00:35,1045.42,1140,2023-05-01 19:00,Yes
,VEH_20,3,O_326,2023-05-01 19:38,0,1237.82,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_174,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290612,VEH_174,2,D_1400,2023-05-01 00:37,1043.18,1140,2023-05-01 19:00,Yes
,VEH_174,3,O_326,2023-05-01 19:39,0,1239.04,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_179,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470919_001,VEH_179,2,D_108,2023-05-01 00:53,1027.39,1140,2023-05-01 19:00,Yes
,VEH_179,3,O_326,2023-05-01 19:53,0,1253.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_43,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470084_001,VEH_43,2,D_37,2023-05-01 00:33,1046.53,1140,2023-05-01 19:00,Yes
,VEH_43,3,O_326,2023-05-01 19:25,0,1225.33,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_177,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470586_001,VEH_177,2,D_209,2023-05-01 01:13,346.77,480,2023-05-01 08:00,Yes
,VEH_177,3,O_326,2023-05-01 09:17,0,617.34,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_170,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319086,VEH_170,2,D_1593,2023-05-01 00:00,719.77,780,2023-05-01 13:00,Yes
,VEH_170,3,O_326,2023-05-01 13:00,0,840.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_15,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470897_001,VEH_15,2,D_209,2023-05-01 01:13,346.77,480,2023-05-01 08:00,Yes
,VEH_15,3,O_326,2023-05-01 09:17,0,617.34,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_115,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290601,VEH_115,2,D_1416,2023-05-01 01:09,1010.54,1140,2023-05-01 19:00,Yes
,VEH_115,3,O_326,2023-05-01 20:05,0,1264.52,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_155,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305334,VEH_155,2,D_1706,2023-05-01 00:55,364.85,480,2023-05-01 08:00,Yes
,VEH_155,3,O_326,2023-05-01 08:51,0,590.7,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_136,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126284838,VEH_136,2,D_1398,2023-05-01 01:19,0,138.79,2023-05-01 02:19,Yes
,VEH_136,3,O_326,2023-05-01 03:18,0,258.36,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_48,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468326_001,VEH_48,2,D_108,2023-05-01 00:53,1027.39,1140,2023-05-01 19:00,Yes
,VEH_48,3,O_326,2023-05-01 19:53,0,1253.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_46,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305305,VEH_46,2,D_2009,2023-05-01 00:50,370.16,480,2023-05-01 08:00,Yes
,VEH_46,3,O_326,2023-05-01 08:51,0,591.22,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_30,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468403_001,VEH_30,2,D_132,2023-05-01 01:15,1004.66,1140,2023-05-01 19:00,Yes
MF2305126290622,VEH_30,3,D_1414,2023-05-01 20:26,0,1285.91,2023-05-01 21:26,Yes
,VEH_30,4,O_326,2023-05-01 22:04,0,1383.73,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_95,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290639,VEH_95,2,D_1408,2023-05-01 01:49,611.0,780,2023-05-01 13:00,Yes
,VEH_95,3,O_326,2023-05-01 14:43,0,942.91,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_184,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305289,VEH_184,2,D_1415,2023-05-01 00:58,181.85,300,2023-05-01 05:00,Yes
,VEH_184,3,O_326,2023-05-01 05:51,0,410.86,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_109,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468249_001,VEH_109,2,D_1,2023-05-01 01:26,334.09,480,2023-05-01 08:00,Yes
,VEH_109,3,O_326,2023-05-01 09:25,0,624.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_129,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468091_001,VEH_129,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
,VEH_129,3,O_326,2023-05-01 20:52,0,1312.36,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_190,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290612,VEH_190,2,D_1400,2023-05-01 00:37,1043.18,1140,2023-05-01 19:00,Yes
,VEH_190,3,O_326,2023-05-01 19:39,0,1239.04,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_42,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468618_001,VEH_42,2,D_118,2023-05-01 01:21,639.33,780,2023-05-01 13:00,Yes
,VEH_42,3,O_326,2023-05-01 14:12,0,911.5,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_189,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468614_001,VEH_189,2,D_97,2023-05-01 00:26,1053.64,1140,2023-05-01 19:00,Yes
,VEH_189,3,O_326,2023-05-01 19:25,0,1224.99,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_47,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470905_001,VEH_47,2,D_233,2023-05-01 00:32,688.44,780,2023-05-01 13:00,Yes
,VEH_47,3,O_326,2023-05-01 13:32,0,871.6,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_5,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290682,VEH_5,2,D_2013,2023-05-01 01:49,971.0,1140,2023-05-01 19:00,Yes
,VEH_5,3,O_326,2023-05-01 20:49,0,1309.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_173,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470901_001,VEH_173,2,D_208,2023-05-01 00:43,677.15,780,2023-05-01 13:00,Yes
,VEH_173,3,O_326,2023-05-01 13:46,0,886.28,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_65,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470590_001,VEH_65,2,D_108,2023-05-01 00:53,1027.39,1140,2023-05-01 19:00,Yes
,VEH_65,3,O_326,2023-05-01 19:53,0,1253.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_13,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470598_001,VEH_13,2,D_108,2023-05-01 00:53,1027.39,1140,2023-05-01 19:00,Yes
,VEH_13,3,O_326,2023-05-01 19:53,0,1253.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_6,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468529_001,VEH_6,2,D_78,2023-05-01 00:50,1030.43,1140,2023-05-01 19:00,Yes
20230502B471852_001,VEH_6,3,D_233,2023-05-01 20:04,956.32,2220,2023-05-02 13:00,Yes
,VEH_6,4,O_326,2023-05-02 13:32,0,2311.6,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_142,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468584_001,VEH_142,2,D_91,2023-05-01 01:11,348.92,480,2023-05-01 08:00,Yes
,VEH_142,3,O_326,2023-05-01 09:17,0,616.68,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_193,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468639_001,VEH_193,2,D_166,2023-05-01 01:53,967.29,1140,2023-05-01 19:00,Yes
,VEH_193,3,O_326,2023-05-01 21:02,0,1322.27,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_6,1,O_349,2023-05-01 00:00,0,Null,Null,Null
M18387740,VEH_6,2,D_295,2023-05-01 00:52,188.36,300,2023-05-01 05:00,Yes
M18387085,VEH_6,3,D_337,2023-05-01 07:36,264.47,780,2023-05-01 13:00,Yes
,VEH_6,4,O_349,2023-05-01 15:02,0,962.21,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_2,1,O_349,2023-05-01 00:00,0,Null,Null,Null
MF2305026199504,VEH_2,2,D_1361,2023-05-01 01:24,636.16,780,2023-05-01 13:00,Yes
MF2305026199524,VEH_2,3,D_1364,2023-05-01 15:01,778.67,1740,2023-05-02 05:00,Yes
,VEH_2,4,O_349,2023-05-02 06:05,0,1864.56,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_11,1,O_349,2023-05-01 00:00,0,Null,Null,Null
MF2305036203485,VEH_11,2,D_1429,2023-05-01 02:58,242.32,480,2023-05-01 08:00,Yes
20230502B471777_001,VEH_11,3,D_109,2023-05-01 10:43,0,703.3,2023-05-01 11:43,Yes
,VEH_11,4,O_349,2023-05-01 12:57,0,837.18,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_5,1,O_349,2023-05-01 00:00,0,Null,Null,Null
MF2305036203473,VEH_5,2,D_1397,2023-05-01 02:51,248.53,480,2023-05-01 08:00,Yes
MF2305026199490,VEH_5,3,D_1355,2023-05-01 11:40,979.76,1740,2023-05-02 05:00,Yes
,VEH_5,4,O_349,2023-05-02 06:47,0,1906.64,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_12,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305306379768,VEH_12,2,D_1854,2023-05-01 01:32,327.9,480,2023-05-01 08:00,Yes
MF2305306374666,VEH_12,3,D_2698,2023-05-01 09:42,138.12,780,2023-05-01 13:00,Yes
,VEH_12,4,O_352,2023-05-01 15:17,0,977.05,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_2,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305036206397,VEH_2,2,D_1471,2023-05-01 02:27,92.89,300,2023-05-01 05:00,Yes
MF2305036205392,VEH_2,3,D_1446,2023-05-01 06:11,0,430.81,2023-05-01 07:11,Yes
,VEH_2,4,O_352,2023-05-01 08:57,0,597.15,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_1,1,O_352,2023-05-01 00:00,0,Null,Null,Null
20230502B471122_001,VEH_1,2,D_233,2023-05-01 01:50,609.82,780,2023-05-01 13:00,Yes
,VEH_1,3,O_352,2023-05-01 14:52,0,951.79,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_10,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305136296473,VEH_10,2,D_1184,2023-05-01 01:56,604.13,780,2023-05-01 13:00,Yes
MF2304286187792,VEH_10,3,D_1191,2023-05-01 13:56,664.0,1560,2023-05-02 02:00,Yes
,VEH_10,4,O_352,2023-05-02 03:47,0,1726.91,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_0,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305026198693,VEH_0,2,D_1335,2023-05-01 02:02,957.79,1140,2023-05-01 19:00,Yes
,VEH_0,3,O_352,2023-05-01 21:02,0,1321.97,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_8,1,O_376,2023-05-01 00:00,0,Null,Null,Null
MF2305186334101,VEH_8,2,D_2245,2023-05-01 04:27,0,326.56,2023-05-01 05:27,Yes
MF2305046222218,VEH_8,3,D_1543,2023-05-01 09:26,153.91,780,2023-05-01 13:00,Yes
,VEH_8,4,O_376,2023-05-01 13:43,0,882.63,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_2,1,O_376,2023-05-01 00:00,0,Null,Null,Null
MF2305026196070,VEH_2,2,D_1275,2023-05-01 00:42,677.97,780,2023-05-01 13:00,Yes
,VEH_2,3,O_376,2023-05-01 13:41,0,881.03,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_11,1,O_376,2023-05-01 00:00,0,Null,Null,Null
MF2305026196052,VEH_11,2,D_1271,2023-05-01 03:50,189.75,480,2023-05-01 08:00,Yes
MF2305186334143,VEH_11,3,D_2262,2023-05-01 10:15,884.7,1560,2023-05-02 02:00,Yes
,VEH_11,4,O_376,2023-05-02 04:08,0,1748.33,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_17,1,O_376,2023-05-01 00:00,0,Null,Null,Null
MF2305186334109,VEH_17,2,D_2248,2023-05-01 03:33,866.79,1140,2023-05-01 19:00,Yes
20230502B470866_001,VEH_17,3,D_1,2023-05-01 20:44,916.44,2220,2023-05-02 13:00,Yes
MF2305186334171,VEH_17,4,D_2272,2023-05-02 16:17,0,2477.48,2023-05-02 17:17,Yes
,VEH_17,5,O_376,2023-05-02 19:02,0,2641.7,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_5,1,O_430,2023-05-01 00:00,0,Null,Null,Null
